,attribute,value
0,Beta (5Y Monthly),1.87
1,52-Week Change 3,100.83%
2,S&P500 52-Week Change 3,43.61%
3,52 Week High 3,98.44
4,52 Week Low 3,23.11
5,50-Day Moving Average 3,64.20
6,200-Day Moving Average 3,66.13
7,Avg Vol (3 month) 3,1.95M
8,Avg Vol (10 day) 3,3.07M
9,Shares Outstanding 5,104.04M
10,Implied Shares Outstanding 6,
11,Float,91.71M
12,% Held by Insiders 1,3.45%
13,% Held by Institutions 1,90.54%
14,"Shares Short (Apr 29, 2021) 4",9.33M
15,"Short Ratio (Apr 29, 2021) 4",7.11
16,"Short % of Float (Apr 29, 2021) 4",10.74%
17,"Short % of Shares Outstanding (Apr 29, 2021) 4",8.97%
18,"Shares Short (prior month Mar 30, 2021) 4",7.85M
19,Forward Annual Dividend Rate 4,
20,Forward Annual Dividend Yield 4,
21,Trailing Annual Dividend Rate 3,
22,Trailing Annual Dividend Yield 3,
23,5 Year Average Dividend Yield 4,
24,Payout Ratio 4,0.00%
25,Dividend Date 3,
26,Ex-Dividend Date 4,
27,Last Split Factor 2,
28,Last Split Date 3,
29,Fiscal Year Ends,"Dec 30, 2020"
30,Most Recent Quarter (mrq),"Mar 30, 2021"
31,Profit Margin,0.60%
32,Operating Margin (ttm),3.14%
33,Return on Assets (ttm),1.57%
34,Return on Equity (ttm),1.75%
35,Revenue (ttm),963.42M
36,Revenue Per Share (ttm),9.53
37,Quarterly Revenue Growth (yoy),40.50%
38,Gross Profit (ttm),232.11M
39,EBITDA,45.82M
40,Net Income Avi to Common (ttm),-984k
41,Diluted EPS (ttm),-0.01
42,Quarterly Earnings Growth (yoy),
43,Total Cash (mrq),1.38B
44,Total Cash Per Share (mrq),13.31
45,Total Debt (mrq),1.32B
46,Total Debt/Equity (mrq),343.15
47,Current Ratio (mrq),7.18
48,Book Value Per Share (mrq),3.31
49,Operating Cash Flow (ttm),53.95M
50,Levered Free Cash Flow (ttm),-46.28M
