,attribute,value
0,Beta (5Y Monthly),-1.49
1,52-Week Change 3,65.97%
2,S&P500 52-Week Change 3,43.61%
3,52 Week High 3,588.84
4,52 Week Low 3,149.16
5,50-Day Moving Average 3,318.27
6,200-Day Moving Average 3,376.09
7,Avg Vol (3 month) 3,4.21M
8,Avg Vol (10 day) 3,3.34M
9,Shares Outstanding 5,236.28M
10,Implied Shares Outstanding 6,294.46M
11,Float,208.69M
12,% Held by Insiders 1,14.42%
13,% Held by Institutions 1,52.33%
14,"Shares Short (Apr 29, 2021) 4",7.7M
15,"Short Ratio (Apr 29, 2021) 4",2.65
16,"Short % of Float (Apr 29, 2021) 4",3.27%
17,"Short % of Shares Outstanding (Apr 29, 2021) 4",2.61%
18,"Shares Short (prior month Mar 30, 2021) 4",7.64M
19,Forward Annual Dividend Rate 4,
20,Forward Annual Dividend Yield 4,
21,Trailing Annual Dividend Rate 3,
22,Trailing Annual Dividend Yield 3,
23,5 Year Average Dividend Yield 4,
24,Payout Ratio 4,0.00%
25,Dividend Date 3,
26,Ex-Dividend Date 4,
27,Last Split Factor 2,
28,Last Split Date 3,
29,Fiscal Year Ends,"Jan 30, 2021"
30,Most Recent Quarter (mrq),"Jan 30, 2021"
31,Profit Margin,25.36%
32,Operating Margin (ttm),25.26%
33,Return on Assets (ttm),12.71%
34,Return on Equity (ttm),28.64%
35,Revenue (ttm),2.65B
36,Revenue Per Share (ttm),9.34
37,Quarterly Revenue Growth (yoy),368.80%
38,Gross Profit (ttm),1.83B
39,EBITDA,698.51M
40,Net Income Avi to Common (ttm),671.53M
41,Diluted EPS (ttm),2.25
42,Quarterly Earnings Growth (yoy),"1,599.00%"
43,Total Cash (mrq),4.24B
44,Total Cash Per Share (mrq),14.45
45,Total Debt (mrq),106.02M
46,Total Debt/Equity (mrq),2.75
47,Current Ratio (mrq),3.80
48,Book Value Per Share (mrq),13.15
49,Operating Cash Flow (ttm),1.47B
50,Levered Free Cash Flow (ttm),1.35B
